ID,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
93,blockchainw0men,"#Bitcoin #Egirls
https://t.co/LLoSmTwL0W
IG
https://t.co/9JbgvQRaNr",The Moon,1451,809,55498,875,FDA Says It Now Needs 75 Years To Fully Release Pfizer COVID-19 Vaccine Data https://t.co/Ly0PzrthR6,[]
94,FireMarshalM1,"Some internet people sitting around the ⛺️ 🔥 😎👀the sparks/🗣 abt the🔥(As ""heard"" on ♣️🏡& breakout @m_monika) Control the burn. Encourage 🌱growth.📚🐛🦋",By the fire 🔥,851,385,7436,875,FDA Says It Now Needs 75 Years To Fully Release Pfizer COVID-19 Vaccine Data https://t.co/Ly0PzrthR6,[]
95,alg_romcan,,"Ottawa, Ontario",86,15,573,0,"@IrfanDhalla @_C8C2 Is using a poor lady case to further your pfizer funding your new low?
It's been proven time and time again that the vaxxed are getting and spreading the virus at the same rate as the same rate as the unvaxxed. What's really pathetic is that some people are still listening to you https://t.co/AXykBwcONP",[]
96,FireMarshalM1,"Some internet people sitting around the ⛺️ 🔥 😎👀the sparks/🗣 abt the🔥(As ""heard"" on ♣️🏡& breakout @m_monika) Control the burn. Encourage 🌱growth.📚🐛🦋",By the fire 🔥,851,385,7436,9,"@zerohedge 3 days for Pfizer to whip up a vax for Omnicron but 75 years for the FDA to release Pfizer data , nothing to see here",[]
97,AlexVCo,"1st gen American. Army Nat Guard. Former Teacher. Likes, retweets, & follows ≠ endorsements. EV + solar panel system owner ☀️🔋🚗",NY,4444,513,7128,3768,"The new data from Pfizer on vaccine effectiveness against Omicron is encouraging. This reinforces what my medical advisors have been emphasizing: that boosters give you the highest protection yet.

Anyone who is eligible and has not been boosted should go get a booster today.",[]
98,Julietteknguy,,Melbourne ,238,186,14762,10,🚨Breaking: All children aged 5-11 will be able to get the Pfizer vaccine from January 10. Final approval expected tomorrow morning. PM @ScottMorrisonMP says: “This will bring great relief to so many mums and dads”💉 #7NEWS #auspol,[]
99,RPrenewed,Renewable power is unstoppable and fascists hate it,,207,22,3163,4,"Covid: Children aged 5 to 11 approved for Pfizer vaccine, rollout from January 10 | https://t.co/gDNpzYfWoI — Australia’s leading news site https://t.co/qH6EduCW8l",[]
100,MakodiPehalwan,,,87,552,22004,3,"Not the two doses, but the booster dose.
@pfizer has more faith on boosters than primary doses. https://t.co/aTOfPrjOm5",[]
101,McentireBrenda,not PC. white privilege is a myth. 1st & 2nd amendment supporter. MAGA. Disabled since 2005,,954,678,52466,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
102,mirthdot,Disclaimer…,,439,574,4353,0,"Besides Pfizer and them saying we need a 3rd or 4th dose of their vaccine, does the science support this narrative ? Does the new infections, illnesses and new omicron variant support the narrative that we in-fact need extra jabs or is the company now pushing sales? https://t.co/fPFtzc32WJ",[]
103,unamused_luu,Anime||Tech,,257,257,34063,18,"If you're in Accra looking for AstraZeneca, Pfizer or Moderna #COVID19 vaccines, @rabito_clinic is administering shots until 1PM today!

Contact information is listed on the flyer, and remember to take some form of ID with you. https://t.co/pbLfktHzNS",['COVID19']
104,JackPhakathi1,"I am the unexplored and unresearched version of the Australian Khoisan.Always there are 3 sides to a story,I don't do Forex and Bitcoin,I work for my money.","Johannesburg, South Africa",2533,1147,15466,3,@N_Kwankwa Normally it takes TWO and half YEARS to create a vaccine. Pfizer already has a vaccine that works on omicron? Omicron is not even ONE MONTH old....,[]
105,AnnaChrolowska,,,83,11,807,637,The eight top Pfizer and Moderna shareholders made over $10 billion last week when their stock holdings skyrocketed after the discovery of the new Omicron variant. https://t.co/VFrdTfsF6T,[]
106,ECGreaves,"Mediator; attorney; consultant to business & education, non-profits; political analyst; golfer, die hard Cub fan,Illinois alum, sports management Ed.D.","Raleigh, North Carolina",3354,953,142087,0,"Omicron may require fourth vaccine dose, Pfizer says ~ maybe earlier than 12 mos after 3rd shot/booster https://t.co/CLMADL7v0M",[]
107,KahliKadi,"Mom, Nurse, God Bless America♡",,1111,280,9829,82,"🚨🚨🚨 Read the points: 4, 5, 11, in the 👉PFIZER-BIONTECH C19 mRNA  VACCINE❗👇

https://t.co/T8i3T2Lyo6 https://t.co/4a4nDaT2s0",[]
108,Ismael85075406,,,62,12,2711,2530,"The FDA saying it needs 75 years to fully release vaccine data is not a great way to sell the vaccine to those who are skeptical. Why on earth would it take this long?

FDA Says It'll Take 75 Years to Fully Release Pfizer Vaccine Data https://t.co/zDWxmxjtlz",[]
109,EKConsulting1,"We are experts in health law, policy and ethics in South Africa. Retweets don't imply agreement.",Johannesburg,158,946,9720,5,"Apologies about my earlier tweet (now deleted) saying that an SMS for a second Pfizer shot to all 12-17 year olds was an error. @HealthZA has clarified. All under 18s now eligible for second Pfizer dose, 42 days apart. https://t.co/2GsR3e8mzS",[]
110,davey_birtwell,,"Clovelly, Sydney",967,184,12161,314,*PFIZER NOW RECOMMENDS HOURLY BOOSTERS; 'LEAVE THE NEEDLE IN' - CNBC,[]
111,NikonianChick,everyone is equal ! but what is not right is when people want special treatment! if you say your Canadian then respect the flag as well,Canada,964,1213,13607,14,"As someone pointed out this push to 100% vax intake is likely motivated by fear of evidence against #Pfizergate  provided by the unvaccinated reference group, which proves that #Pfizer falsified data to win $Bs contracts. 

No indemnity will protect #Pfizervaccine from liability!",['Pfizergate']
112,Anakreontyk,Homo sum. RT nie oznacza akceptacji. No patience for fools. No DM!,,3050,3834,631030,1366,"I totally believe this, given that we discovered “Omicron” last week. Sounds plausible they already conducted a study showing three shots of Pfizer is protective against it. https://t.co/MtNhZmFvKC",[]
113,LCMarsh2,"CHRISTIAN, 1stA, 2ndA, MAGA, NO SHARIA,BUILD THE WALL, DRAIN THE SWAMP, SUPPORT OUR TROOPS & LEO, LETS GO BRANDON!. I follow back.","Oregon, USA",5000,4447,213304,2164,"BREAKING REPORT: FDA Says It Now Needs 75 Years to FULLY RELEASE Pfizer COVID-19 Vaccine Data...

Worldwide Life expectancy BOTH SEXES COMBINED is 73.2 years...",[]
114,ATHE1STP0WER,@GSpellchecker @_HelenDale @concretemilk @CarlBovisNature @ST0NEHENGE @StormHour @WilliamClouston @Elishabenabuya @Hevallo @macergifford @g1rad @godblesstofu,Here.In front of you.,3214,14235,396404,8,"Hearing reports Pfizer might not offer protection against omicron. But see, the CEO of Pfizer said Pfizer is the best vaccine ever so who we gonna believe? Independent researchers, or the big money boss man of Pfizer who is very genuine and sincere about his money i mean vaccine?",[]
115,DavidIHodgson,"Writing a Bestseller! Passion for Literature, Photography, Politics, Economics, Social Issues. Blogger. Photographer. #WIP #amreading #amwriting #endthelockdown",https://thereluctantdiarist.blogspot.co.uk/,1396,956,16940,233,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you ?",[]
116,sandrajstephan,,Minnesota,27,15,840,1873,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you?",[]
117,SylvieGagne4,"Directrice du développement d'affaires et commercialisation Bibliothèque et Archives nationales du Québec, Montréal",Montréal,5003,2590,78785,28,Pfizer-BioNTech says booster protects against omicron https://t.co/IFEYmwk9xY,[]
118,Carlos59182445,"Likes 🎼 & a few 🍺. What a Carry On, RT’s are not necessarily an endorsement, No lefties or wokes ⛔️🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿","East, England",864,466,16801,40,“Pfizer Says Booster Neutralized #Omicron but Variant May Elude Two Doses.” Of course it does because how else will Pfizer continue to make billions in profit? Don’t worry. They’ll find you a “cure” for every new variant they create—I mean discover.,['Omicron']
119,mpmersch,"Father. Husband.Frustrated American. The response to the unreasoned is the rational; to the uninformed, the enlightened; to the lie, the simple truth.","Las Vegas, NV",3419,994,4198,2379,"New Pfizer Punch Card Lets You Get Free Sub Sandwich Every 10th Booster
https://t.co/b6b9J72rWJ",[]
120,robbysikka,"Working @ the intersection of tech, health, sports, and analytics. Helping to keep people healthy. Dad, husband, son, brother, doctor. Former exec @Timberwolves","Minnesota, USA",1516,2609,2591,131,Updated table of Omicron neuts studies with @Pfizer results (which did the worst job in terms of reporting raw data). Strong discrepancy between studies with live vs pseudo. https://t.co/InQuWMAm4l,[]
121,RoseDaddyMike,Professional scotch drinker and cigar smoker and part time pirate. Economically conservative socially liberal anti war monger. I follow back MAGA KAG,iPhone:,3593,3084,74644,110,@alavelle1 @Majeh19 I’m so sorry you had to go through that and I hope you’re ok now. I lost 2 friends under the age of 50 right after their 2nd dose of Pfizer. Both had cardiac arrests and their death certificate read “natural causes.” 😞,[]
122,jlcomms11,#consultant | #politics | #sciencecomms| #activist | #JulianJacobs | #journalism| #ChelseaFC | #spirituality | #phd | #Manenberg | #mediastudies,South Africa & Belgium,4793,782,5481,8,"JUST IN: Meds regulator @sahpra approved a third dose of the #Pfizer #COVID19 vaccine in individuals aged 18 years and older, to be administered at least 6 months after the second dose. @SECTION27news @CovidCommsSA @CovidSupportSA @CovidCoalition @LindaGailBekker","['Pfizer', 'COVID19']"
123,Parthur53,"English Major. Dishwasher. Listener. Singer/Songwriter. Playwright. English Major, remember? #DEMSGETMAD Whatever dimension, love shall prevail...",Uranus,11429,11350,21015,41,JUST ANNOUNCED - Pfizer says booster dose of vaccine protects against the Omicron variant!  #GetVaccinatedNow,['GetVaccinatedNow']
124,gabyscorpion,,,174,173,10045,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
125,mophorex,,,507,284,10205,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
126,BudaChick,,Texas,241,25,1653,574,"💉 People who have previously had Covid or been vaccinated have far less protection against omicron than they do for other variants, according to the first data of its kind

Read more: https://t.co/7mscS3ePG2",[]
127,DoTheRi64781793,#Transparency #Truth #Patriotism #Constitution #WeThePeople #Kindness. Why is it so very hard? #FollowThe$ #ThereAreNoCoincidences,,817,485,5610,80,"#pandemicoftheunvaccinated

552 Fully Vaccinated Oregon Residents Died Of COVID-19, Half Received Pfizer Vaccine https://t.co/IE8kL8XOxM",['pandemicoftheunvaccinated']
128,Waz_Mac,Make the world a better place. Stand up and be counted. #AnimalRights Protect the planet. #Bluewave #Resistance #OneV1 Z30 #ImpeachedTrump #Rightsideofhistory,,16069,16274,38832,44,"Two vaccine doses may not provide sufficient protection against Omicron coronavirus variant, Pfizer says. 

Common sense says #GetVaccinatedNow Get a booster shot. Choose to live. Don't take the life from another through your carelessness. #OneV1 

https://t.co/f95ZdjKiXC",[]
129,plebrebel,"#Bitcoin Fake money creates slaves. It already won, act like it.",,303,69,8864,1366,"I totally believe this, given that we discovered “Omicron” last week. Sounds plausible they already conducted a study showing three shots of Pfizer is protective against it. https://t.co/MtNhZmFvKC",[]
130,pilarmel13,Politics & World History,,635,2170,405964,103,"The US Food and Drug Administration has elongated the timespan it will take to make public clinical data about Pfizer’s COVID-19 vaccine.

The FDA now says it will take 75 years to release the information.

https://t.co/FjQs7HuaOz",[]
131,viddac,"guitareur  guitariste de la guitare 
auteur compositeur  
https://t.co/YsRd63tXvb
L oreille , l oeil et la Main, audio-métrie",,263,17,1661,1873,"Pfizer won’t deliver their product in countries that will not shield them from liability for injury or death.

What does this tell you?",[]
132,AkhtarQ35578216,"http://Buiesnesman.sports.
 Cricketer.(Akhtar.)",,741,42,236,1,CORONAVIRUS: Pfizer says third dose of coronavirus vaccine increases antibody titers by twenty-five times and neutralized omicron variant in lab tests,[]
133,fifitrix23,Not here for followers. Here for truth.,,1018,490,10377,1,"✝️Mike Yeadon, ex Chief Scientist(former Vice President of Pfizer) has stated that it is now too late to save any person who has been injected with any Covid-19 vaccine.
Around 0.8% die within 2 weeks.
Life expectancy of 2 years on average.
2 years decreases with every booster. https://t.co/yzj7WgDkUB",[]
134,Manisocialist,"Indian 🇮🇳 印度人 ☭ Socialist, ☭我是印度人爱中国, Anti Imperialist, Evil US Imperialist Empire must fall.
🇨🇳🇨🇺🇷🇺🇰🇵🇱🇦🇮🇷🇧🇴",,166,3587,24466,200,"FACTCHECK | Pfizer controls Western media narrative:

1 Pfizer fully shifted liability for its jab efficacy&amp;side effects to gov’s/regulators via indemnity clauses 

2 Pfizer uses state-imposed antivaxxers media controls to advance its messaging&amp;ignore &lt;30% efficacy in 6 months https://t.co/O34lTpdp0K",[]
